DATE,AluminumPM2.5LC,AmbientMaxTemperature,AmbientMinTemperature,AmbientTemperature,AmmoniumIonPM2.5LC,AntimonyPM2.5LC,ArsenicPM2.5LC,BariumPM2.5LC,BrominePM2.5LC,CadmiumPM2.5LC,CalciumPM2.5LC,CarbonateCarbonCSNPM2.5LCTOT,CeriumPM2.5LC,CesiumPM2.5LC,ChlorinePM2.5LC,ChromiumPM2.5LC,CobaltPM2.5LC,CopperPM2.5LC,EC1CSN_RevUnadjustedPM2.5LC,EC2CSN_RevUnadjustedPM2.5LC,EC3CSN_RevUnadjustedPM2.5LC,ECCSN_RevUnadjustedPM2.5LCTOR,ECCSN_RevUnadjustedPM2.5LCTOT,ECCSNPM2.5LCTOT,EuropiumPM2.5LC,GalliumPM2.5LC,GoldPM2.5LC,HafniumPM2.5LC,IndiumPM2.5LC,IridiumPM2.5LC,IronPM2.5LC,LanthanumPM2.5LC,LeadPM2.5LC,MagnesiumPM2.5LC,ManganesePM2.5LC,MercuryPM2.5LC,MolybdenumPM2.5LC,NickelPM2.5LC,NiobiumPM2.5LC,OC1CSN_RevUnadjustedPM2.5LC,OC1CSNUnadjustedPM2.5LCTOT,OC2CSN_RevUnadjustedPM2.5LC,OC2CSNUnadjustedPM2.5LCTOT,OC3CSN_RevUnadjustedPM2.5LC,OC3CSNUnadjustedPM2.5LCTOT,OC4CSN_RevUnadjustedPM2.5LC,OC4CSNUnadjustedPM2.5LCTOT,OCCSN_RevUnadjustedPM2.5LCTOR,OCCSN_RevUnadjustedPM2.5LCTOT,OCCSNUnadjustedPM2.5LCTOT,OPCSN_RevUnadjustedPM2.5LCTOR,OPCSN_RevUnadjustedPM2.5LCTOT,OPCSNPM2.5LCTOT,PhosphorusPM2.5LC,PotassiumIonPM2.5LC,PotassiumPM2.5LC,RubidiumPM2.5LC,SamariumPM2.5LC,SampleBaroPressure,SampleMaxBaroPressure,SampleMinBaroPressure,ScandiumPM2.5LC,SeleniumPM2.5LC,SiliconPM2.5LC,SilverPM2.5LC,SodiumIonPm2.5LC,SodiumPM2.5LC,StrontiumPM2.5LC,SulfatePM2.5LC,SulfurPM2.5LC,TantalumPM2.5LC,TerbiumPM2.5LC,TinPM2.5LC,TitaniumPM2.5LC,TotalNitratePM2.5LC,TungstenPM2.5LC,VanadiumPM2.5LC,YttriumPM2.5LC,ZincPM2.5LC,ZirconiumPM2.5LC
5/26/2011,NA,35.6,19,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,759,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/27/2011,0.147,29.575,17.625,21.95,1.07,0,0,0,0.02,0.005,0.0665,NA,0,0.002,0.018,0.022,0.001,0.0082,0.981,0.0249,0,0.478,0.249,NA,NA,NA,NA,NA,0.006,NA,0.16,NA,0.003,0.001,0.002,NA,NA,0.003,NA,0.067,NA,0.69,NA,0.731,NA,0.41,NA,2.43,2.65,NA,0.527,0.757,NA,0,0.153,0.179,0,NA,752.75,755.5,749.5,NA,0.002,0.215,0,0.295,0.22,0,5.97,2.8,NA,NA,0.008,0.006,0.384,NA,0.003,NA,0.0073,0
5/28/2011,NA,32.5,20.9,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,759,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2011,NA,36.1,21.3,27.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758,762,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/30/2011,0.101,34.5,20.93333333,27.2,0.889,0,0.002,0,0.0146,0,0.045,NA,0,0,0.016,0.001,0.001,0.004,0.553,0.0184,0,0.24,0.128,NA,NA,NA,NA,NA,0,NA,0.0846,NA,0,0.024,0.001,NA,NA,0.001,NA,0.235,NA,0.462,NA,0.454,NA,0.294,NA,1.78,1.89,NA,0.331,0.444,NA,0,0.123,0.122,0.001,NA,759,760.3333333,756,NA,0.001,0.135,0,0.326,0.3,0,4.88,2.24,NA,NA,0,0.004,0.386,NA,0.003,NA,0.0057,0
5/31/2011,NA,37.8,22.9,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760,763,756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/1/2011,NA,37.7,24.2,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758,761,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/2/2011,0.041,37.75,18.575,27.46666667,0.869,0,0,0,0.0058,0,0.0296,NA,0,0.003,0.0101,0,0,0.0031,1.27,0.0282,0,0.607,0.262,NA,NA,NA,NA,NA,0,NA,0.0444,NA,0.001,0,0,NA,NA,0,NA,0.416,NA,1.05,NA,0.674,NA,0.488,NA,3.32,3.66,NA,0.688,1.03,NA,0,0.0491,0.055,0.001,NA,756,758.25,752,NA,0,0.093,0,0.133,0.048,0,4.22,1.29,NA,NA,0,0.005,0.32,NA,0,NA,0.0029,0
6/3/2011,NA,33.7,20.7,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758,761,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/4/2011,NA,35.7,20.2,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758,762,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/5/2011,0.056,37.2,21.23333333,28.55,1.09,0.041,0,0,0.0049,0,0.0345,NA,0,0.002,0.005,0.002,0,0.0024,1.45,0.0335,0,0.482,0.329,NA,NA,NA,NA,NA,0,NA,0.0499,NA,0.003,0,0.001,NA,NA,0,NA,0.488,NA,1.14,NA,0.8,NA,0.626,NA,4.06,4.21,NA,1,1.16,NA,0,0.102,0.104,0,NA,753.5,756,750,NA,0,0.129,0,0.103,0.039,0,4.54,1.38,NA,NA,0,0.002,0.248,NA,0,NA,0.0047,0
6/6/2011,NA,34.7,22.1,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,758,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2011,NA,35.3,21.7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,759,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2011,0.054,36.3,21.05,28.46666667,0.869,0,0,0,0.0102,0,0.0338,NA,0,0,0.018,0,0.0011,0.0026,1.52,0.0218,0,0.499,0.239,NA,NA,NA,NA,NA,0,NA,0.0585,NA,0,0,0,NA,NA,0,NA,0.705,NA,0.81,NA,0.967,NA,0.639,NA,4.16,4.42,NA,1.04,1.3,NA,0,0.086,0.099,0,NA,754.6666667,757,751.5,NA,0,0.095,0,0.07,0.112,0,3.44,1.7,NA,NA,0,0.004,0.166,NA,0,NA,0.002,0
6/9/2011,NA,36.4,22.3,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,759,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/10/2011,NA,36.4,21.6,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,758,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/2011,0.027,34.76666667,20.93333333,27.8,0.511,0,0.001,0,0.0057,0,0.0157,NA,0,0.003,0.007,0.005,0,0,0.798,0.0303,0,0.307,0.18,NA,NA,NA,NA,NA,0,NA,0.0393,NA,0.001,0,0.001,NA,NA,0.002,NA,0.072,NA,0.807,NA,0.94,NA,0.799,NA,3.14,3.27,NA,0.522,0.649,NA,0,0.058,0.0696,0,NA,752.5,755,750,NA,0,0.0764,0,0.16,0.037,0,2.54,0.86,NA,NA,0.015,0.002,0.303,NA,0,NA,0.0031,0
6/12/2011,NA,37.2,22.1,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,757,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/13/2011,NA,36.2,20.8,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,756,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/14/2011,0.04,33.575,20.35,26.16666667,0.84,0,0,0,0.002,0,0.0138,NA,0,0,0.0082,0,0,0.0021,0.943,0.111,0,0.564,0.22,NA,NA,NA,NA,NA,0,NA,0.0468,NA,0.001,0,0.003,NA,NA,0,NA,0.272,NA,0.877,NA,0.615,NA,0.657,NA,2.91,3.26,NA,0.49,0.834,NA,0,0.036,0.0494,0,NA,751.6666667,753.5,749,NA,0.001,0.058,0,0.019,0.01,0,3.02,1.48,NA,NA,0,0.001,0.162,NA,0.001,NA,0.0029,0
6/15/2011,NA,34.3,19.1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,760,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/16/2011,NA,33.9,19.6,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,757,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/17/2011,0.052,33.46666667,20.33333333,27.13333333,0.64,0,0,0,0.0078,0,0.0302,NA,0,0,0.008,0,0,0.0031,1.75,0.0694,0,0.777,0.334,NA,NA,NA,NA,NA,0,NA,0.0623,NA,0.001,0,0,NA,NA,0,NA,0.217,NA,1.16,NA,1.01,NA,0.684,NA,4.12,4.56,NA,1.04,1.48,NA,0,0.07,0.073,0,NA,752.6666667,754.6666667,750.3333333,NA,0,0.058,0,0.059,0.002,0,2.99,0.877,NA,NA,0,0.002,0.244,NA,0.002,NA,0.0044,0
6/18/2011,NA,36.5,21.9,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,758,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2011,NA,37.2,21.2,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,757,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/20/2011,0.056,38.45,24,31.1,0.364,0,0,0,0.0037,0.022,0.0304,NA,0,0,0.0123,0.043,0,0.0095,1.04,0.0364,0,0.422,0.193,NA,NA,NA,NA,NA,0,NA,0.178,NA,0,0,0,NA,NA,0.012,NA,0.085,NA,0.68,NA,0.68,NA,0.436,NA,2.54,2.76,NA,0.654,0.883,NA,0,0.038,0.0532,0.001,NA,750,751.5,746.5,NA,0.001,0.0952,0,0.074,0.011,0,1.86,0.603,NA,NA,0.009,0.005,0.161,NA,0,NA,0.002,0
6/21/2011,NA,39.5,21.8,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,759,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/22/2011,NA,36,21.5,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,760,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/23/2011,0.127,33.1,21.9,26.25,0.128,0.02,0,0,0.0056,0,0.0282,NA,0,0,0.003,0.001,0,0,0.668,0.0678,0.00591,0.405,0.325,NA,NA,NA,NA,NA,0,NA,0.117,NA,0,0,0.002,NA,NA,0,NA,0.015,NA,0.371,NA,0.44,NA,0.294,NA,1.46,1.54,NA,0.336,0.416,NA,0,0,0.0616,0,NA,752.5,754.3333333,749.6666667,NA,0,0.306,0,0.02,0.079,0,1.31,0.651,NA,NA,0,0.0118,0.165,NA,0,NA,0.0088,0
6/24/2011,NA,34.9,21.3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,756,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/25/2011,NA,34.1,20.8,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,756,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/26/2011,0.042,37.5,20.675,29.13333333,0.404,0.009,0,0,0.0133,0.001,0.0182,NA,0,0,0,0.002,0,0.0041,1.71,0.0798,0,0.68,0.254,NA,NA,NA,NA,NA,0,NA,0.0657,NA,0.003,0,0,NA,NA,0,NA,0.192,NA,1.07,NA,1.24,NA,0.732,NA,4.35,4.78,NA,1.11,1.54,NA,0,0.0949,0.07,0,NA,752.3333333,755,749.5,NA,0,0.05,0,0.0472,0,0.001,2.19,0.793,NA,NA,0,0,0.152,NA,0,NA,0.004,0
6/27/2011,NA,37.6,24.4,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,758,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/28/2011,NA,36.7,23.9,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,758,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/29/2011,0.053,34.23333333,22.2,27.65,0.843,0.004,0,0,0.0058,0,0.019,NA,0,0,0.003,0.013,0,0.0026,1.19,0.0849,0,0.441,0.27,NA,NA,NA,NA,NA,0,NA,0.0939,NA,0.002,0,0.003,NA,NA,0.003,NA,0.391,NA,0.883,NA,0.61,NA,0.421,NA,3.13,3.31,NA,0.831,1,NA,0,0.059,0.0595,0,NA,753,754.6666667,750.3333333,NA,0,0.132,0,0.062,0.018,0,4.16,1.48,NA,NA,0,0.0044,0.237,NA,0,NA,0.004,0.001
6/30/2011,NA,36.9,23.5,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,757,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2011,NA,37.4,22.4,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,759,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/2/2011,0.047,35.7,21,27.125,1.09,0.027,0,0,0.0163,0,0.0148,NA,0,0,0.0191,0.007,0.001,0.0051,3.15,0.034,0,0.521,0.219,NA,NA,NA,NA,NA,0,NA,0.0589,NA,0.003,0,0,NA,NA,0.003,NA,0.632,NA,1.77,NA,1.7,NA,0.874,NA,7.64,7.94,NA,2.67,2.97,NA,0,0.0605,0.058,0,NA,754.75,757.25,752.75,NA,0,0.06,0,0.0644,0,0,4.2,1.39,NA,NA,0,0,0.316,NA,0,NA,0.0042,0
7/3/2011,NA,37.1,22.9,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,759,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/4/2011,NA,37.6,23.3,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,758,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/5/2011,0.032,36.53333333,22,27.15,1.22,0.022,0.002,0,0.0091,0,0.0133,NA,0,0,0.006,0.005,0,0.0135,1.41,0.0237,0,0.598,0.244,NA,NA,NA,NA,NA,0.008,NA,0.0604,NA,0.001,0.002,0.001,NA,NA,0.001,NA,0.228,NA,1.18,NA,1.16,NA,0.665,NA,4.07,4.42,NA,0.835,1.19,NA,0,0.776,0.551,0.001,NA,753.5,755,750,NA,0,0.0649,0.001,0.19,0.012,0,5.27,1.73,NA,NA,0,0.004,0.682,NA,0,NA,0.0048,0
7/6/2011,NA,35.3,22.4,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,758,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/7/2011,NA,36.3,21.9,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,758,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/8/2011,0.053,34.325,23.475,27.15,0.244,0,0.001,0,0.0104,0,0.0332,NA,0,0,0.0063,0,0.001,0.0068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0658,NA,0,0.007,0.002,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.0444,0,NA,750.25,752.5,747.5,NA,0.001,0.161,0,0.08,0.134,0,1.57,0.748,NA,NA,0,0.003,0.16,NA,0,NA,0.0025,0
7/9/2011,NA,36.4,25.2,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,756,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2011,NA,36,24.2,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,758,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/11/2011,0.149,36.36666667,24.3,29.4,1.09,0.005,0,0,0.02,0,0.0269,NA,0,0,0.0226,0.006,0,0,3.88,0.0664,0,0.635,0.224,NA,NA,NA,NA,NA,0.009,NA,0.0719,NA,0.001,0,0.001,NA,NA,0.002,NA,0.39,NA,2.38,NA,2.26,NA,1.01,NA,9.34,9.75,NA,3.31,3.72,NA,0,0.041,0.071,0,NA,754,756.3333333,751,NA,0,0.13,0,0.056,0.048,0,5.21,2.52,NA,NA,0,0,0.266,NA,0.003,NA,0.0033,0
7/14/2011,0.158,34.26666667,22.7,27.55,0.958,0.015,0,0,0.003,0,0.013,NA,0,0,0.004,0.009,0.0016,0.0029,1.16,0.0473,0,0.56,0.188,NA,NA,NA,NA,NA,0,NA,0.0758,NA,0,0,0.001,NA,NA,0.002,NA,0.338,NA,0.744,NA,0.505,NA,0.325,NA,2.55,2.93,NA,0.643,1.01,NA,0,0.024,0.0299,0,NA,751,752.6666667,748.6666667,NA,0.0015,0.0411,0,0.042,0,0,4.31,1.44,NA,NA,0,0,0.167,NA,0,NA,0.0042,0
7/15/2011,NA,32,22.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,759,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
